Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,0,Graduate,No,4778,2226.634041067817,147.8232157680237,396.90767605316756,1.0,Urban,N
Male,Yes,0,Graduate,No,3438,7026.089059083373,229.9210495629297,360.0,1.0,Rural,N
Male,No,1,Graduate,Yes,11061,0.0,110.58618401399848,360.0,1.0,Semiurban,N
Female,Yes,0,Graduate,No,4436,0.0,128.17803729521052,360.0,0.16829104217293056,Urban,N
Male,Yes,0,Not Graduate,No,2724,3373.4956772497867,125.77803604264278,360.0,0.0,Urban,N
Female,No,0,Graduate,No,3343,0.0,150.46642992939306,360.0,1.0,Urban,N
Male,Yes,0,Graduate,No,4664,0.0,135.61534468423216,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3382,2505.3860565100454,126.04993561412213,360.0,0.06489224710898156,Urban,N
Male,No,0,Graduate,No,2762,0.0,71.11296051229793,314.295225491818,0.0,Urban,N
Male,Yes,0,Graduate,No,3172,2243.1374532351015,128.468760628386,224.43769131094822,0.0,Urban,N
Male,No,2,Graduate,No,2636,0.0,135.70434182718307,360.0,0.6963042728397884,Semiurban,N
Male,Yes,0,Graduate,No,22796,0.0,430.9449415818661,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3533,2143.2279155143337,116.778696050699,360.0,0.0,Rural,N
Female,No,0,Graduate,No,3509,0.0,76.11523526250397,360.0,0.002259514951058139,Rural,N
Male,Yes,0,Graduate,No,19726,0.0,485.3356202855057,360.0,1.0,Rural,N
Male,Yes,0,Not Graduate,No,6001,0.0,202.89534602493876,242.80620530008167,0.9766149558326529,Rural,N
Male,Yes,0,Graduate,No,4681,1985.6983662907357,169.1389703847269,360.0,1.0,Urban,N
Male,Yes,0,Graduate,No,2512,1980.6203472311606,139.20678241038684,185.9491319220987,0.9669492670994516,Rural,N
Male,Yes,0,Graduate,No,3432,4074.6618777249582,161.66199494474714,339.295725118399,0.0,Rural,N
Female,Yes,1,Graduate,No,4583,0.0,119.67862176127136,360.0,0.6343513447013638,Rural,N
Male,No,2,Graduate,No,3566,0.0,100.74045809508823,302.52698127985803,0.3192945484452332,Rural,N
Male,Yes,0,Graduate,No,3382,4060.5265424981535,165.13383166712018,331.8560749990282,0.0,Rural,N
Female,Yes,0,Graduate,No,4481,0.0,120.28325253140362,360.0,0.44778316457309164,Semiurban,N
Male,No,0,Graduate,No,2210,0.0,64.34132073278602,399.520756032839,0.0,Rural,N
Male,No,0,Graduate,No,3563,0.0,78.37078689551757,360.0,0.5926967238793935,Urban,N
Male,No,0,Graduate,No,2288,0.0,107.58282713570807,360.0,1.0,Urban,N
Male,Yes,0,Not Graduate,No,2881,1580.4510781802544,162.5246006490008,360.0,1.0,Semiurban,N
Male,Yes,0,Graduate,No,2489,2230.808506046926,165.25960401196733,360.0,0.0,Urban,N
Male,Yes,0,Not Graduate,No,6264,0.0,120.95290365430156,360.0,0.19686024362010413,Rural,N
Male,Yes,0,Not Graduate,No,2310,3167.20482673971,116.29210444112226,360.0,0.5296993655539616,Urban,N
Male,Yes,0,Graduate,No,3533,3232.304183415617,152.8122660961527,360.0,0.01657685910515705,Rural,N
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
Male,No,1,Graduate,Yes,10076,0.0,160.87418005697972,360.0,0.8164318732193839,Semiurban,N
Male,Yes,0,Graduate,No,1842,2858.955558251452,109.76524762467557,360.0,0.7983451249845511,Urban,N
Male,Yes,0,Not Graduate,No,2803,1560.6889754517133,176.43542104311135,378.08610527585154,0.8492824560345705,Rural,N
Male,No,0,Graduate,No,3585,0.0,103.11478287437006,360.0,0.49180122325928133,Urban,N
Male,Yes,0,Graduate,No,3655,4063.4113293227274,157.55172422956593,234.75369477764127,0.0,Rural,N
Female,Yes,1,Graduate,No,4602,0.0,88.36534214968657,360.0,0.8583588048137198,Rural,N
Male,Yes,0,Graduate,No,3503,1334.9291779445625,78.79500007973759,360.0,0.6740410947981152,Rural,N
Female,Yes,0,Graduate,No,4588,0.0,121.54746552659148,360.0,0.2202410475655483,Rural,N
Male,Yes,0,Not Graduate,No,6094,0.0,120.19930841611568,360.0,0.2888504675619822,Rural,N
Male,No,0,Graduate,No,2378,0.0,38.95153870716947,360.0,1.0,Semiurban,N
Female,No,0,Graduate,No,2457,0.0,78.56670063541353,438.1600815249925,1.0,Urban,N
Male,No,0,Not Graduate,No,6259,0.0,127.61765510914208,360.0,0.0,Rural,N
Male,No,0,Not Graduate,No,2764,31.879530233572268,65.0594767355104,303.5686041306238,1.0,Urban,N
Male,No,0,Graduate,No,9522,0.0,195.9499181720148,360.0,0.6024279789124777,Urban,N
Male,Yes,0,Graduate,No,3141,2231.218940576791,131.1775135052748,273.1952430949464,0.0,Urban,N
Male,Yes,0,Graduate,No,2149,0.0,79.05008128106006,309.7373936455603,0.16228989409267203,Rural,N
Male,Yes,0,Graduate,No,4445,2332.951202602298,121.80882404915754,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,1892,3014.2295158700463,115.50662986453437,360.0,0.0,Urban,N
Male,No,0,Graduate,No,3525,0.0,80.18143241475427,360.0,0.20907162073771368,Urban,N
Female,No,0,Graduate,No,3424,0.0,120.60859803706744,36.0,1.0,Rural,N
Male,No,0,Graduate,No,1691,1497.6227959608598,120.38244524387949,360.0,0.3042156006549178,Urban,N
Female,No,0,Graduate,No,2269,0.0,59.11464962944591,452.57399738432406,0.22855002179729966,Urban,N
Male,Yes,0,Graduate,No,2490,1962.0054087484878,133.7016226245463,211.4918868772685,0.8250450729040638,Rural,N
Male,No,0,Graduate,No,3167,0.0,73.9465050299883,360.0,0.9821683433294356,Urban,N
Male,No,0,Graduate,Yes,11741,0.0,227.02957873506375,360.0,0.4833641087289857,Urban,N
Male,Yes,1,Graduate,No,12233,9111.417933557148,299.7032859570527,313.0507485305264,0.739170825169591,Urban,N
Male,No,0,Not Graduate,No,6405,0.0,149.88011839225356,360.0,0.9962536997579243,Rural,N
Male,Yes,0,Graduate,No,3608,4301.82555206481,132.20748389226725,186.22451676801714,0.03458064871120636,Urban,N
Male,No,0,Graduate,Yes,10000,0.0,181.06068623718124,360.0,1.0,Urban,N
Male,Yes,0,Not Graduate,No,6383,0.0,148.00481783421878,360.0,1.0,Rural,N
Male,No,0,Graduate,No,6370,0.0,146.79197915819654,360.0,1.0,Rural,N
Female,No,0,Graduate,No,4058,0.0,136.8155959543785,230.19684346659272,1.0,Semiurban,N
Male,No,0,Graduate,No,4279,0.0,128.8085879193465,360.0,0.2996421700272287,Semiurban,N
Male,No,0,Graduate,No,2271,0.0,104.87304053863022,360.0,0.8466611422383059,Rural,N
Female,Yes,1,Graduate,No,4583,0.0,115.01718987056006,360.0,0.8563242918780924,Rural,N
Male,Yes,0,Not Graduate,No,2668,1646.2110777536168,135.8102395681193,324.2704876273314,1.0,Rural,N
Male,Yes,0,Graduate,No,4992,0.0,78.28487446938625,360.0,0.1122299012390402,Semiurban,N
Male,No,0,Graduate,No,6439,4429.896508301117,158.16231711551674,206.83287922184772,0.8509284487675127,Urban,N
Male,Yes,0,Graduate,No,3769,4785.529483190037,173.554129780396,360.0,1.0,Urban,N
Male,No,0,Graduate,No,3138,0.0,74.64920893106296,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,8110,0.0,141.4633422639968,360.0,0.6689882547142286,Rural,N
Male,Yes,0,Graduate,No,6033,2383.760967761771,230.19698957922574,360.0,1.0,Rural,N
Male,No,0,Graduate,No,3593,0.0,85.95652426498789,360.0,1.0,Urban,N
Male,Yes,0,Not Graduate,No,6090,0.0,217.22173475195112,352.8160130949334,0.05986655754222159,Rural,N
Male,Yes,0,Not Graduate,No,6099,0.0,215.761426124202,360.0,0.026336163244682687,Rural,N
Male,Yes,0,Graduate,No,3321,2523.5654409032095,136.3442858126609,360.0,0.2839209747374657,Semiurban,N
Male,Yes,0,Graduate,No,2476,1946.3563367586728,129.00690102760183,234.9654948619908,0.6946361396556066,Rural,N
Male,Yes,0,Graduate,No,4631,1705.6447977095943,155.67998395441492,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,2550,1863.7191779656582,121.61461013756386,233.8108971583497,1.0,Rural,N
Female,No,0,Graduate,No,2435,0.0,75.11639328517276,360.6651044867015,1.0,Urban,N
Male,Yes,0,Graduate,No,3406,2192.435214134874,132.18519595716248,360.0,0.8240747473226546,Urban,N
Male,Yes,0,Graduate,No,6272,4419.235490087178,209.88569281716053,360.0,0.018075363615520867,Semiurban,N
Male,No,0,Graduate,No,3585,0.0,103.08548798743192,360.0,0.4938937151834346,Urban,N
Male,Yes,0,Graduate,No,1838,2932.390595617008,96.57645418442658,360.0,0.1788227092213288,Urban,N
Male,Yes,0,Not Graduate,No,2432,1376.6676364815096,142.5905016599773,360.0,0.3664687845828599,Urban,N
Female,No,0,Graduate,No,3488,0.0,91.86142757049313,360.0,0.2558294769434377,Rural,N
Male,Yes,0,Not Graduate,No,2818,1576.0453292412403,156.51279091025552,309.76918636538323,0.7209399242521293,Semiurban,N
Female,No,0,Graduate,No,4713,0.0,88.70151979630973,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3398,4144.315701327603,153.95806893336484,234.89517233341206,0.0,Rural,N
Male,No,0,Graduate,No,11524,3417.508034687054,241.4102522942016,271.5865338309768,0.50881407683876,Rural,N
Female,Yes,0,Graduate,No,4597,0.0,99.91070385433343,360.0,0.6363326181858954,Rural,N
Female,Yes,0,Graduate,No,4591,0.0,117.51016000932285,360.0,1.0,Urban,N
Male,Yes,0,Graduate,No,3685,4551.4974902193035,157.95431729266392,286.1767525608979,0.5898708475605439,Urban,N
Male,Yes,0,Graduate,No,4682,1918.6304283766985,184.1855210378958,360.0,1.0,Rural,N
Female,No,0,Graduate,No,2229,0.0,61.53977354112163,421.5909416448654,0.0,Urban,N
Female,Yes,0,Graduate,No,4309,0.0,135.154889089467,360.0,0.0,Semiurban,N
Male,Yes,0,Graduate,No,5344,0.0,121.714676089989,427.87267613874855,0.43439436551042865,Urban,N
Male,Yes,2,Not Graduate,No,2991,1711.6106634464759,88.55415560781782,243.01411338504164,0.0,Semiurban,N
Male,No,0,Graduate,No,2214,0.0,82.68014198456345,321.2937982781661,0.35489663796943516,Urban,N
Male,Yes,1,Not Graduate,No,2539,1418.8863946174595,116.97291128404281,239.59366926064206,0.0,Rural,N
Male,Yes,0,Graduate,No,4325,7682.083782535951,275.05843215790935,360.0,0.8641675650719031,Semiurban,N
Female,No,0,Graduate,No,4125,0.0,109.14376653345097,318.56665171652,0.23018526824155527,Semiurban,N
Male,Yes,0,Graduate,No,8749,0.0,201.9322439103192,360.0,1.0,Urban,N
Male,Yes,0,Not Graduate,No,3019,1715.6848272442091,133.02030709283906,360.0,0.4279958007908169,Semiurban,N
Female,No,0,Graduate,No,4125,0.0,109.20480059118444,318.3397225751356,0.23144598569369101,Semiurban,N
Male,No,0,Graduate,No,2383,0.0,12.793528142635736,365.23245261053205,1.0,Urban,N
Male,No,1,Graduate,No,1996,0.0,145.80502278741457,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3008,7175.419853166182,173.38779307800746,264.59001251836975,1.0,Rural,N
Male,Yes,1,Graduate,No,4296,2846.5213723535794,154.66725880860096,161.15865433590537,1.0,Urban,N
Female,Yes,2,Graduate,No,4603,0.0,81.34951793320123,360.0,1.0,Rural,N
Female,No,0,Graduate,No,2558,0.0,138.5560957812802,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3582,4089.878929370312,155.003401790467,360.0,0.0,Rural,N
Male,Yes,1,Graduate,No,4731,0.0,119.14723263378072,360.0,1.0,Semiurban,N
Male,Yes,0,Graduate,No,18031,0.0,320.8036895513789,360.0,0.4472350331645101,Rural,N
Male,Yes,0,Graduate,No,3350,1798.5354588816365,133.74711382849185,360.0,0.0,Rural,N
Male,Yes,0,Not Graduate,No,1836,2843.5796517636795,113.92132633486418,360.0,1.0,Urban,N
Male,Yes,1,Graduate,No,12532,10455.570112902322,345.91080350374875,360.0,1.0,Urban,N
Female,No,0,Graduate,No,3408,0.0,108.14497182934882,360.0,1.0,Rural,N
Male,No,0,Graduate,No,3214,0.0,84.11828465096833,360.0,1.0,Semiurban,N
Male,Yes,0,Graduate,No,2493,2219.7036103923538,163.5491343021398,360.0,0.0,Rural,N
Male,Yes,0,Graduate,No,2071,0.0,122.00816809322234,360.0,0.4852798742763157,Urban,N
Male,Yes,0,Graduate,No,2692,1570.2290909807678,179.33567674059884,360.0,1.0,Semiurban,N
Female,No,0,Graduate,No,3454,0.0,106.87073519271692,360.0,0.6053085331905278,Rural,N
Male,No,0,Graduate,No,4311,5191.858690493502,156.69442311284263,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,1873,2867.7833165801,118.47892257210677,360.0,0.9300168348108319,Urban,N
Male,Yes,0,Not Graduate,No,1998,2925.633745177646,111.59167738300913,360.0,0.9295838691504561,Urban,N
Male,No,0,Graduate,No,3184,0.0,94.05619689107458,360.0,1.0,Urban,N
Female,No,0,Graduate,No,4367,0.0,129.95970834858355,360.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,2486,1893.210549381463,152.18571115537287,295.4435793666905,1.0,Urban,N
Female,Yes,0,Graduate,No,4570,0.0,95.93338161488418,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,5954,4410.366134165762,160.75010120181355,233.152305915409,1.0,Rural,N
Female,No,0,Graduate,No,4598,0.0,97.77263974040723,360.0,0.6774492357613995,Rural,N
Female,No,0,Graduate,No,5037,0.0,101.63802815432207,360.0,0.15133020507532557,Semiurban,N
Male,Yes,1,Graduate,No,5315,10480.54525401071,446.2261846751957,360.0,0.13662133144202881,Semiurban,N
Male,Yes,1,Graduate,No,4842,0.0,134.4554450154494,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,6024,4001.3850173190694,265.38763764460657,360.0,0.5528199769079077,Semiurban,N
Male,Yes,0,Not Graduate,No,2473,1781.1632003532077,124.4591999116981,360.0,0.2965101436477985,Semiurban,N
Male,No,0,Graduate,No,4890,2084.6791234257853,168.8015643840224,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,3358,1863.965162675947,121.7358638565894,360.0,0.0,Rural,N
Male,Yes,3+,Not Graduate,No,4806,0.0,109.76247898710415,360.0,0.3884862891343195,Semiurban,N
Male,Yes,0,Graduate,No,3186,2274.39854510006,128.6110137728077,194.68695247204326,0.0,Semiurban,N
Male,No,0,Graduate,No,10503,3851.6436014993537,160.76735969055005,180.93327529931761,0.005184862773986776,Rural,N
Male,Yes,0,Graduate,No,2227,0.0,107.7905218092809,360.0,0.6278944149486361,Rural,N
Male,Yes,0,Graduate,No,4001,4971.345731122504,153.1533683739393,360.0,0.8057260464879578,Urban,N
Male,No,0,Not Graduate,No,2709,0.0,105.29059083000072,368.5129100399913,0.07094091699992766,Urban,N
Male,Yes,0,Graduate,No,7530,0.0,110.34854123542222,360.0,0.3967838272138884,Rural,N
Male,Yes,1,Graduate,No,3700,2903.4233743082564,149.57848113089688,360.0,0.9492314689606031,Urban,N
Male,No,0,Graduate,No,9260,0.0,233.90892625660874,360.0,1.0,Urban,N
Male,No,0,Graduate,No,16307,0.0,200.50596573710104,360.0,0.027616771873704704,Semiurban,N
Male,Yes,3+,Graduate,No,5020,0.0,136.97361390809846,360.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,2970,1664.8769482460361,83.15422369054261,311.5422369054261,0.0,Semiurban,N
Male,Yes,2,Graduate,No,3135,1977.4148997179327,110.23150342939121,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,4640,0.0,124.8117253107075,360.0,1.0,Rural,N
Male,No,1,Graduate,Yes,10545,0.0,188.3953745505497,360.0,0.1550416167277442,Semiurban,N
Male,Yes,0,Graduate,No,3129,2581.492793729774,169.14652175059496,360.0,0.9818408883105311,Urban,N
Male,Yes,0,Not Graduate,No,2947,1612.8250563737688,134.1047228033948,331.0080303724854,0.8389335020693633,Semiurban,N
Male,No,0,Graduate,No,3767,0.0,106.57861244233706,463.24855419740106,1.0,Urban,N
Male,Yes,3+,Not Graduate,No,2726,1541.0412231246016,102.23919149781784,180.0,0.0,Urban,N
Male,No,0,Graduate,No,2882,0.0,46.35921570502981,186.99025219729617,0.0,Semiurban,N
Male,No,0,Graduate,No,3045,0.0,82.8444862505552,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,5327,0.0,116.68296106736389,415.55010873640134,0.5370824271966554,Urban,N
Male,No,0,Not Graduate,No,6135,0.0,190.23464444733654,360.0,0.3266512417960409,Rural,N
Male,Yes,0,Graduate,No,3688,2498.0820295604867,163.70492620452978,360.0,0.8278690037875887,Rural,N
Male,Yes,0,Graduate,No,4410,1569.0971560594419,133.70240123221458,360.0,0.7284570841802581,Semiurban,N
Female,Yes,2,Graduate,No,4566,0.0,99.44402928625232,360.0,1.0,Urban,N
Male,No,0,Graduate,No,9618,0.0,195.69659938362184,360.0,1.0,Urban,N
Male,Yes,0,Graduate,No,3401,1954.9144619971244,113.10583847491613,360.0,0.0,Rural,N
Male,Yes,0,Not Graduate,No,1693,3704.1726875009012,180.0069563285537,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,3386,2376.5938284829963,127.93624686068014,360.0,0.41135390505667857,Semiurban,N
Male,Yes,0,Graduate,No,3153,4987.1706941587345,113.36975706756601,180.0,0.30048778923280617,Rural,N
Male,Yes,0,Graduate,No,6017,4240.718487357327,146.42544065180005,204.90355663520424,1.0,Rural,N
Male,Yes,0,Graduate,No,6012,2512.317704702252,181.07078204429922,360.0,1.0,Rural,N
Male,Yes,1,Graduate,No,8874,4374.179766756604,309.2489884483195,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,2415,1997.1403010354225,125.97617697814368,360.0,0.0,Rural,N
Male,Yes,2,Not Graduate,No,2997,1665.9178649664643,98.76797449696373,467.6797449696373,0.0,Semiurban,N
Male,Yes,0,Graduate,No,6227,1375.7369365970035,187.0,432.14149182662464,1.0,Rural,N
Male,Yes,0,Graduate,No,5452,0.0,126.5262119719318,427.977511490311,0.0,Urban,N
Male,Yes,0,Not Graduate,No,3358,1864.016827100817,121.72637956603361,360.0,0.0,Urban,N
Male,Yes,3+,Graduate,No,5075,0.0,125.00344210938664,360.0,0.2508605273466612,Semiurban,N
Male,Yes,0,Graduate,No,3631,4143.233772895308,147.48402864383507,213.18006137964662,0.0,Rural,N
Male,Yes,0,Not Graduate,No,2878,1850.2451719799737,133.1655543094222,360.0,0.08087296661719767,Urban,N
Male,No,0,Not Graduate,No,6250,0.0,124.42471712410162,360.0,0.42831447494010777,Rural,N
Male,Yes,0,Not Graduate,No,6090,0.0,151.5894973206649,360.0,1.0,Rural,N
Male,Yes,0,Graduate,No,4613,0.0,132.02141775271292,360.0,1.0,Rural,N
Male,No,0,Graduate,No,6122,0.0,212.23453347860067,360.0,0.08478627237351954,Rural,N
Male,Yes,0,Graduate,No,4310,2693.8513741223765,137.42583824332849,237.91078459421516,1.0,Urban,N
Male,Yes,1,Graduate,No,2042,0.0,127.13034215316043,345.6127584505558,0.7602126408425968,Urban,N
Male,No,0,Graduate,No,16445,0.0,220.91297334503787,360.0,0.09387329008129175,Rural,N
Male,No,0,Graduate,No,4975,2083.7314639884294,177.9435965575687,360.0,1.0,Rural,N
Male,Yes,0,Not Graduate,No,3065,1787.1189574759228,124.53082769741829,360.0,0.06538600266029027,Semiurban,N
Male,No,0,Graduate,No,2698,0.0,99.36429358488172,321.703764369399,1.0,Semiurban,N
Male,Yes,0,Graduate,No,6041,2414.8261061190747,222.11421063359495,360.0,1.0,Rural,N
Male,No,0,Graduate,No,5445,0.0,129.97023048300633,438.85335942002,0.0,Urban,N
Male,Yes,0,Graduate,No,2544,1881.3742428899034,134.73393464314933,360.0,0.43567289867789105,Rural,N
Male,Yes,1,Graduate,No,2866,1598.680629064989,153.5898330360084,360.0,1.0,Rural,N
Male,Yes,0,Not Graduate,No,1054,3032.2589674537044,113.24469668303212,360.0,0.9522838723083512,Urban,N
Male,Yes,0,Graduate,No,2059,0.0,125.83704801376307,360.0,0.5660372104940763,Rural,N
Male,Yes,0,Not Graduate,No,2742,1569.763128337436,175.5631732645333,350.48121314145055,1.0,Rural,N
Male,No,0,Not Graduate,No,6303,0.0,116.43785957852666,360.0,0.0,Rural,N
Male,Yes,0,Not Graduate,No,2632,3443.076917000448,135.38458500223808,298.4616599910477,0.0,Urban,N
Male,No,0,Graduate,No,5836,3727.229976897566,293.4663784296326,343.4761681535805,1.0,Rural,N
Male,Yes,0,Graduate,No,19598,4770.169299777763,563.4090108212008,360.0,1.0,Rural,N
Male,No,1,Graduate,Yes,10286,0.0,177.0347740994786,360.0,0.3114133093912942,Semiurban,N
Female,No,1,Graduate,No,4608,0.0,81.0,360.0,1.0,Rural,N
Male,Yes,3+,Graduate,No,5092,0.0,127.92953044069552,360.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,2395,3790.3382996687246,146.95424426394212,183.08899832971505,0.9828388981682498,Semiurban,N
Male,Yes,0,Graduate,No,2045,2998.8303000227797,128.38131250474578,360.0,0.7633644230039109,Urban,N
Male,No,0,Graduate,No,6004,4204.21095569287,156.87962138330113,214.75566413085969,1.0,Rural,N
Male,Yes,3+,Not Graduate,No,4841,0.0,119.84043579860277,360.0,0.6536956789105992,Semiurban,N
Male,No,2,Graduate,No,2862,0.0,75.68749769761106,327.8804287763767,0.5353261870603886,Urban,N
Female,No,1,Graduate,No,4702,0.0,97.24434206606908,360.0,1.0,Rural,N
Female,No,0,Graduate,No,4003,0.0,144.75835066935477,188.65060635546607,1.0,Semiurban,N
Male,No,0,Graduate,No,5730,4547.756384648397,260.6952762256565,360.0,1.0,Rural,N
Female,Yes,0,Graduate,No,4603,0.0,86.89261986050153,360.0,0.8866803872980475,Rural,N
Male,No,1,Graduate,Yes,11065,0.0,112.48097943761368,360.0,1.0,Urban,N
Male,No,0,Graduate,No,3871,0.0,62.826445175680774,360.0,0.9846954597096153,Urban,N
Male,No,0,Graduate,No,8744,4221.315972607142,312.52633105059516,360.0,0.933436308079483,Rural,N
Male,No,0,Graduate,Yes,9582,0.0,229.03119651745777,360.0,1.0,Urban,N
